Date.and.Time..UTC.,Receiver,Transmitter,Transmitter.Name,Transmitter.Serial,Sensor.Value,Sensor Unit,Station.Name,Latitude,Longitude
2011-01-28 06:36:58,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:37:47,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:38:37,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:39:27,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:41:15,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:42:19,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:43:37,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:46:13,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:47:31,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:48:48,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:50:03,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:51:16,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:54:18,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:55:31,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 06:57:39,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:01:03,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:03:07,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:23:36,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:30:52,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:31:52,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:36:37,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:38:28,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:43:30,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:44:37,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:51:10,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:52:18,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:56:19,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 07:59:43,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:00:55,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:02:01,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:05:01,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:13:59,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:17:04,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:19:10,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:21:12,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:22:14,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:23:29,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:25:47,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:26:41,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:30:47,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:32:27,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:33:21,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:41:51,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:48:34,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:50:25,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 08:55:58,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 09:00:43,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 09:01:32,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 09:02:22,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 09:04:07,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 09:05:05,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 09:07:13,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 09:08:23,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 09:11:46,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 09:12:44,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 09:16:55,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 09:20:46,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 18:43:25,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:04:03,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:12:05,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:14:02,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:14:57,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:15:58,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:17:12,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:23:47,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:24:41,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:26:50,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:27:51,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:31:09,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:32:16,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:33:11,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:34:12,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:35:27,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:38:56,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:40:10,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:41:20,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:42:21,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:43:33,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:44:41,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:45:37,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:46:41,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:47:31,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:48:23,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:50:17,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 19:53:28,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:00:44,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:02:37,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:07:08,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:07:57,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:13:07,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:14:14,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:17:04,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:18:47,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:19:44,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:21:40,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:22:33,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:23:32,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:24:41,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:25:40,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:27:51,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:30:14,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:36:03,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:38:07,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:39:02,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:44:36,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:49:30,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:50:44,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:51:52,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:52:51,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:54:01,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:55:02,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:56:16,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:57:24,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:58:23,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 20:59:31,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:00:30,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:01:40,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:02:39,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:03:50,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:04:54,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:05:43,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:06:32,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:07:23,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:08:15,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:17:00,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:19:19,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:20:14,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-28 21:24:35,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-30 19:43:26,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-30 20:04:05,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-30 20:10:47,VR2W-104197,A69-1303-63639,Ana,11237964,,,E1,-19.2893,146.87712
2011-01-31 02:16:08,VR2W-104912,A69-1303-63639,Ana,11237964,,,E2,-19.27527,146.88943
2011-01-31 02:38:42,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 02:41:51,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 02:43:22,VR2W-104912,A69-1303-63639,Ana,11237964,,,E2,-19.27527,146.88943
2011-01-31 02:46:52,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 02:48:31,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 02:51:09,VR2W-104912,A69-1303-63639,Ana,11237964,,,E2,-19.27527,146.88943
2011-01-31 02:53:25,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:01:04,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:05:34,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:07:43,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:08:44,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:11:06,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:12:06,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:13:16,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:18:41,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:19:35,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:20:35,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:21:46,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:22:50,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:23:40,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:24:30,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:25:23,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:26:20,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:27:25,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:28:16,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:29:10,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:30:09,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:31:19,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:32:20,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:33:34,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:34:43,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:36:55,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:38:53,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:39:49,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:40:52,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:42:11,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:43:29,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:44:46,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:46:03,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:47:18,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:48:31,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:50:29,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:52:32,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:53:26,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:55:32,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:56:29,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 03:57:36,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 04:01:35,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 04:02:44,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 04:03:43,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 04:09:32,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 04:10:29,VR2-5052,A69-1303-63639,Ana,11237964,,,E18,-19.27705,146.90302
2011-01-31 06:18:26,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:23:02,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:23:54,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:25:53,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:27:12,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:29:47,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:33:34,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:34:43,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:35:42,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:36:52,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:37:53,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:39:06,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:45:47,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:47:56,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:48:56,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:50:08,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:51:15,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:52:09,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:53:08,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:54:18,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:55:20,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:56:34,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:57:45,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:58:49,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 06:59:38,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:00:27,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:02:07,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:02:59,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:03:56,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:05:00,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:05:51,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:06:43,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:08:45,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:11:32,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:13:49,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:14:42,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:15:39,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:17:38,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:19:44,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:25:54,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:39:02,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:44:19,VR2W-109109,A69-1303-63639,Ana,11237964,,,E21,-19.28952,146.91738
2011-01-31 07:45:37,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 07:46:42,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 07:54:08,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 07:59:55,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 08:02:22,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 08:04:21,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 08:05:17,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 08:08:05,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 08:09:02,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 08:10:08,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 08:11:58,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 08:13:05,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
2011-01-31 08:13:59,VR2W-104198,A69-1303-63639,Ana,11237964,,,E20,-19.29613,146.90173
